work_id,type,rating
714,movie,3.97
715,movie,3.67
718,movie,4.12
719,movie,2.84
720,movie,4.09
722,movie,4.0
724,movie,3.03
725,movie,2.5
726,movie,3.0
728,movie,3.5
731,movie,3.33
733,movie,3.64
735,movie,3.93
736,movie,3.32
737,movie,2.65
741,movie,4.15
742,movie,2.82
743,movie,2.52
745,movie,3.9
747,movie,3.33
748,movie,3.11
750,movie,4.27
757,movie,4.0
759,movie,3.5
760,movie,4.25
761,movie,2.79
762,movie,2.41
764,movie,3.5
765,movie,3.16
766,movie,3.5
773,movie,3.5
775,movie,3.0
778,movie,4.04
779,movie,4.0
780,movie,3.45
781,movie,3.5
782,movie,3.0
783,movie,3.33
784,movie,2.81
785,movie,3.37
786,movie,3.11
788,movie,2.73
790,movie,2.0
795,movie,3.5
798,movie,2.71
799,movie,3.46
800,movie,4.16
801,movie,3.14
802,movie,3.34
803,movie,4.0
804,movie,3.25
805,movie,3.66
806,movie,1.5
808,movie,3.5
809,movie,2.33
810,movie,2.25
813,movie,2.8
818,movie,3.25
823,movie,3.5
828,movie,3.33
829,movie,2.67
830,movie,3.07
832,movie,3.34
833,movie,2.0
835,movie,3.67
836,movie,2.88
837,movie,3.27
838,movie,3.92
839,movie,2.83
840,movie,3.38
842,movie,2.54
848,movie,3.29
849,movie,2.92
851,movie,2.83
852,movie,3.17
858,movie,4.29
861,movie,3.83
866,movie,4.0
867,movie,1.75
869,movie,3.67
870,movie,1.0
875,movie,3.5
876,movie,5.0
879,movie,3.0
880,movie,2.74
881,movie,2.1
882,movie,2.0
885,movie,2.5
886,movie,2.67
888,movie,2.17
889,movie,4.0
891,movie,3.8
892,movie,3.54
893,movie,3.67
896,movie,2.5
897,movie,3.75
898,movie,4.31
899,movie,4.07
900,movie,3.71
901,movie,3.0
902,movie,3.85
903,movie,4.03
904,movie,4.26
905,movie,4.32
906,movie,4.14
907,movie,3.5
908,movie,4.18
909,movie,3.96
910,movie,4.01
911,movie,3.81
912,movie,4.24
913,movie,4.17
914,movie,4.04
915,movie,3.77
916,movie,4.06
917,movie,3.5
918,movie,4.1
919,movie,3.88
920,movie,3.64
921,movie,3.39
922,movie,4.33
923,movie,4.04
924,movie,3.89
926,movie,4.23
927,movie,4.0
928,movie,4.17
929,movie,3.5
930,movie,4.25
931,movie,3.83
932,movie,3.94
933,movie,4.22
934,movie,3.25
935,movie,3.83
936,movie,4.0
937,movie,3.5
938,movie,3.25
940,movie,4.0
941,movie,3.75
942,movie,4.33
943,movie,3.93
944,movie,4.0
945,movie,4.07
946,movie,2.5
947,movie,3.75
948,movie,3.92
949,movie,3.92
950,movie,3.86
951,movie,4.39
952,movie,3.62
953,movie,4.03
954,movie,4.08
955,movie,3.86
956,movie,4.0
959,movie,3.5
961,movie,4.0
963,movie,3.0
965,movie,4.05
968,movie,3.75
969,movie,3.97
970,movie,3.5
971,movie,4.1
973,movie,3.9
976,movie,3.0
979,movie,3.0
981,movie,3.0
982,movie,3.0
984,movie,3.5
986,movie,3.54
987,movie,3.0
988,movie,3.0
990,movie,2.9
991,movie,3.32
993,movie,3.0
994,movie,4.18
996,movie,2.5
998,movie,3.0
999,movie,3.04
1003,movie,2.5
1004,movie,3.0
1005,movie,2.19
1006,movie,3.5
1007,movie,2.6
1008,movie,3.0
1009,movie,3.06
1010,movie,3.06
1011,movie,2.94
1012,movie,3.44
1013,movie,3.21
1014,movie,2.9
1015,movie,2.95
1016,movie,2.9
1017,movie,3.5
1018,movie,2.42
1019,movie,3.47
1020,movie,3.08
1021,movie,2.33
1022,movie,3.49
1023,movie,3.62
1024,movie,3.67
1025,movie,3.58
1027,movie,3.02
1028,movie,3.89
1029,movie,3.39
1030,movie,2.77
1031,movie,3.48
1032,movie,3.38
1033,movie,3.58
1034,movie,3.1
1035,movie,3.94
1036,movie,3.86
1037,movie,2.77
1040,movie,3.0
1041,movie,4.59
1042,movie,3.27
1043,movie,2.4
1046,movie,4.5
1047,movie,3.32
1049,movie,3.48
1050,movie,3.9
1051,movie,4.0
1053,movie,3.0
1054,movie,2.0
1055,movie,1.5
1056,movie,3.07
1057,movie,3.47
1059,movie,3.72
1060,movie,3.69
1061,movie,3.67
1064,movie,3.15
1066,movie,4.5
1068,movie,3.5
1073,movie,3.87
1076,movie,0.0
1077,movie,3.75
1078,movie,3.41
1079,movie,3.92
1080,movie,3.93
1081,movie,3.54
1082,movie,3.58
1083,movie,3.33
1084,movie,4.07
1085,movie,3.5
1086,movie,4.1
1088,movie,3.37
1089,movie,4.2
1090,movie,3.98
1091,movie,2.55
1092,movie,3.19
1093,movie,3.41
1094,movie,3.44
1095,movie,3.67
1096,movie,4.05
1097,movie,3.77
1099,movie,3.38
1100,movie,2.71
1101,movie,3.3
1103,movie,4.1
1104,movie,4.47
1105,movie,4.67
1112,movie,4.5
1114,movie,3.0
1116,movie,4.0
1117,movie,3.5
1119,movie,3.0
1120,movie,3.54
1121,movie,4.0
1123,movie,4.25
1124,movie,3.65
1125,movie,3.69
1126,movie,2.83
1127,movie,3.48
1128,movie,2.5
1129,movie,3.45
1131,movie,4.09
1132,movie,4.06
1135,movie,3.12
1136,movie,4.16
1137,movie,4.0
1140,movie,5.0
1144,movie,4.0
1147,movie,3.9
1148,movie,4.04
1150,movie,4.33
1151,movie,5.0
1156,movie,3.5
1161,movie,3.67
1162,movie,3.0
1163,movie,1.0
1167,movie,3.5
1170,movie,2.5
1171,movie,3.35
1172,movie,4.16
1173,movie,3.14
1175,movie,3.83
1176,movie,4.0
1177,movie,4.0
1178,movie,4.54
1179,movie,3.63
1180,movie,3.0
1183,movie,3.71
1184,movie,3.93
1185,movie,3.95
1186,movie,3.59
1187,movie,3.6
1188,movie,3.66
1189,movie,4.0
1190,movie,3.17
1191,movie,3.5
1192,movie,4.5
1193,movie,4.2
1194,movie,3.59
1196,movie,4.22
1197,movie,4.23
1198,movie,4.21
1199,movie,4.18
1200,movie,3.96
1201,movie,4.15
1202,movie,3.86
1203,movie,4.15
1204,movie,4.3
1206,movie,4.0
1207,movie,4.12
1208,movie,4.22
1209,movie,4.31
1210,movie,4.14
1211,movie,3.88
1212,movie,4.23
1213,movie,4.25
1214,movie,3.97
1215,movie,4.04
1216,movie,3.45
1217,movie,4.43
1218,movie,4.0
1219,movie,4.04
1220,movie,3.81
1221,movie,4.26
1222,movie,4.1
1223,movie,4.09
1224,movie,4.0
1225,movie,4.18
1226,movie,3.5
1227,movie,4.06
1228,movie,4.19
1230,movie,3.87
1231,movie,3.86
1232,movie,3.62
1233,movie,4.21
1234,movie,3.98
1235,movie,4.29
1236,movie,4.33
1237,movie,4.22
1238,movie,4.06
1240,movie,3.9
1241,movie,4.05
1242,movie,4.17
1243,movie,3.97
1244,movie,4.11
1245,movie,4.22
1246,movie,3.96
1247,movie,4.06
1248,movie,4.26
1249,movie,4.07
1250,movie,4.12
1251,movie,4.07
1252,movie,4.21
1253,movie,3.82
1254,movie,3.66
1255,movie,3.0
1256,movie,3.8
1257,movie,3.69
1258,movie,4.08
1259,movie,4.01
1261,movie,4.04
1262,movie,4.13
1263,movie,3.83
1264,movie,3.8
1265,movie,3.94
1266,movie,4.11
1267,movie,4.25
1268,movie,3.61
1269,movie,3.88
1270,movie,4.04
1271,movie,3.5
1272,movie,4.12
1273,movie,4.05
1274,movie,3.74
1275,movie,3.73
1276,movie,4.27
1277,movie,4.12
1278,movie,3.99
1279,movie,4.12
1280,movie,4.33
1281,movie,4.13
1282,movie,3.78
1283,movie,4.21
1284,movie,4.14
1285,movie,3.73
1286,movie,3.07
1287,movie,3.94
1288,movie,4.02
1289,movie,3.86
1290,movie,3.35
1291,movie,4.05
1292,movie,3.95
1293,movie,3.83
1295,movie,3.23
1296,movie,3.71
1297,movie,3.68
1298,movie,3.76
1299,movie,4.02
1300,movie,4.17
1301,movie,3.81
1302,movie,3.52
1303,movie,4.03
1304,movie,3.94
1305,movie,3.5
1306,movie,2.7
1307,movie,3.86
1310,movie,5.0
1312,movie,2.5
1318,movie,2.0
1320,movie,3.15
1321,movie,3.41
1322,movie,1.5
1323,movie,1.67
1324,movie,1.17
1325,movie,1.25
1326,movie,1.12
1327,movie,2.63
1328,movie,0.75
1329,movie,2.75
1330,movie,1.5
1331,movie,2.0
1332,movie,3.67
1333,movie,3.6
1334,movie,3.0
1335,movie,1.0
1337,movie,4.5
1339,movie,3.47
1340,movie,3.17
1341,movie,3.75
1342,movie,2.5
1343,movie,3.78
1344,movie,3.96
1345,movie,3.35
1346,movie,2.81
1347,movie,3.0
1348,movie,3.53
1350,movie,3.82
1351,movie,2.33
1352,movie,2.25
1353,movie,3.38
1354,movie,4.07
1355,movie,2.0
1356,movie,3.88
1357,movie,4.0
1358,movie,3.84
1359,movie,2.86
1363,movie,3.5
1365,movie,3.58
1366,movie,3.9
1367,movie,3.07
1370,movie,3.4
1371,movie,3.04
1372,movie,3.35
1373,movie,2.67
1374,movie,3.77
1375,movie,3.26
1376,movie,3.48
1377,movie,3.02
1378,movie,3.1
1379,movie,3.0
1380,movie,3.14
1381,movie,2.08
1382,movie,1.88
1385,movie,2.85
1387,movie,4.01
1388,movie,2.62
1389,movie,1.42
1390,movie,2.67
1391,movie,3.09
1392,movie,4.12
1393,movie,3.59
1394,movie,3.99
1395,movie,3.0
1396,movie,3.48
1397,movie,4.0
1398,movie,2.5
1399,movie,3.1
1401,movie,3.33
1405,movie,2.94
1407,movie,3.2
1408,movie,3.83
1409,movie,2.5
1411,movie,4.0
1412,movie,3.5
1414,movie,3.0
1415,movie,2.5
1416,movie,3.42
1417,movie,3.25
1419,movie,4.25
1422,movie,2.75
1425,movie,3.0
1426,movie,1.0
1427,movie,1.0
1428,movie,3.0
1429,movie,3.58
1431,movie,2.47
1432,movie,2.71
1437,movie,4.25
1438,movie,2.62
1439,movie,2.17
1440,movie,1.5
1441,movie,3.47
1442,movie,3.5
1445,movie,2.14
1446,movie,4.43
1447,movie,3.38
1449,movie,3.88
1453,movie,1.83
1454,movie,3.75
1456,movie,2.0
1457,movie,3.08
1458,movie,4.0
1459,movie,2.67
1460,movie,3.25
1461,movie,2.31
1464,movie,3.26
1465,movie,3.33
1466,movie,3.74
1468,movie,2.6
1473,movie,4.0
1475,movie,4.0
1476,movie,3.54
1477,movie,4.0
1479,movie,3.22
1480,movie,3.36
1483,movie,3.09
1484,movie,3.67
1485,movie,3.03
1487,movie,3.0
1488,movie,2.83
1489,movie,3.0
1490,movie,1.5
1493,movie,3.5
1495,movie,2.0
1496,movie,4.0
1497,movie,4.0
1498,movie,3.0
1499,movie,1.93
1500,movie,3.61
1502,movie,2.5
1503,movie,3.0
1507,movie,3.5
1513,movie,2.97
1514,movie,3.0
1515,movie,2.1
1516,movie,3.0
1517,movie,3.54
1518,movie,3.35
1519,movie,1.0
1526,movie,1.0
1527,movie,3.75
1529,movie,3.33
1533,movie,4.5
1537,movie,3.81
1541,movie,2.7
1542,movie,3.71
1544,movie,2.75
1545,movie,4.5
1546,movie,3.5
1549,movie,4.0
1550,movie,2.25
1551,movie,2.17
1552,movie,3.03
1554,movie,2.4
1556,movie,1.61
1562,movie,2.21
1564,movie,4.0
1565,movie,4.0
1566,movie,3.45
1569,movie,3.5
1571,movie,4.5
1572,movie,3.0
1573,movie,3.37
1574,movie,1.0
1580,movie,3.49
1581,movie,2.17
1582,movie,2.6
1583,movie,3.0
1584,movie,3.65
1585,movie,3.0
1586,movie,2.8
1587,movie,3.26
1588,movie,3.08
1589,movie,3.28
1590,movie,2.94
1591,movie,2.63
1592,movie,2.38
1593,movie,2.83
1594,movie,4.08
1596,movie,4.33
1597,movie,2.94
1598,movie,2.5
1599,movie,2.33
1600,movie,3.5
1601,movie,2.33
1602,movie,1.75
1603,movie,2.46
1604,movie,3.33
1605,movie,2.75
1606,movie,2.33
1608,movie,3.34
1609,movie,2.67
1610,movie,3.87
1611,movie,4.1
1612,movie,3.0
1613,movie,4.0
1614,movie,2.79
1615,movie,3.0
1616,movie,3.02
1617,movie,4.06
1619,movie,3.43
1620,movie,3.12
1621,movie,3.25
1623,movie,2.25
1624,movie,1.75
1625,movie,3.7
1626,movie,2.67
1627,movie,3.36
1629,movie,3.33
1631,movie,5.0
1633,movie,4.0
1635,movie,3.88
1639,movie,3.58
1641,movie,3.76
1642,movie,1.75
1643,movie,3.8
1644,movie,2.11
1645,movie,3.41
1646,movie,2.14
1647,movie,2.5
1648,movie,3.5
1649,movie,2.5
1650,movie,3.75
1652,movie,4.5
1653,movie,3.95
1654,movie,3.5
1655,movie,4.0
1656,movie,4.0
1658,movie,3.06
1659,movie,4.0
1660,movie,3.0
1661,movie,3.0
1662,movie,3.0
1663,movie,3.79
1665,movie,2.97
1667,movie,2.1
1670,movie,3.0
1671,movie,3.0
1672,movie,3.38
1673,movie,4.08
1674,movie,3.65
1675,movie,3.5
1676,movie,3.33
1677,movie,2.0
1678,movie,3.5
1679,movie,2.0
1680,movie,3.6
1681,movie,1.93
1682,movie,3.81
1683,movie,4.42
1684,movie,3.5
1685,movie,3.0
1686,movie,3.67
1687,movie,3.22
1688,movie,3.35
1689,movie,2.21
1690,movie,2.92
1693,movie,3.5
1694,movie,3.0
1695,movie,4.0
1696,movie,3.5
1699,movie,4.0
1701,movie,3.88
1702,movie,3.0
1703,movie,2.9
1704,movie,4.08
1707,movie,1.88
1711,movie,3.1
1713,movie,3.07
1717,movie,2.92
1718,movie,3.25
1719,movie,4.25
1721,movie,3.41
1722,movie,3.07
1726,movie,2.69
1727,movie,3.75
1729,movie,3.7
1730,movie,3.25
1731,movie,1.75
1732,movie,3.92
1733,movie,4.5
1734,movie,4.06
1735,movie,3.32
1746,movie,2.0
1747,movie,3.34
1748,movie,3.82
1752,movie,2.5
1753,movie,3.59
1754,movie,3.5
1755,movie,4.1
1757,movie,2.0
1759,movie,5.0
1760,movie,1.35
1762,movie,2.3
1767,movie,3.0
1769,movie,2.93
1770,movie,2.5
1771,movie,4.0
1772,movie,2.71
1777,movie,3.42
1779,movie,2.76
1783,movie,2.8
1784,movie,3.7
1785,movie,3.9
1791,movie,2.33
1792,movie,3.02
1794,movie,3.0
1797,movie,4.25
1798,movie,2.0
1799,movie,3.42
1801,movie,3.5
1804,movie,3.0
1805,movie,3.02
1806,movie,2.31
1807,movie,3.0
1809,movie,4.0
1810,movie,3.5
1812,movie,3.67
1816,movie,2.0
1821,movie,2.67
1824,movie,1.0
1825,movie,3.5
1826,movie,2.0
1827,movie,3.33
1829,movie,3.25
1831,movie,2.45
1833,movie,3.0
1834,movie,4.0
1835,movie,3.38
1836,movie,4.5
1837,movie,2.25
1839,movie,3.0
1840,movie,3.21
1841,movie,3.0
1844,movie,3.88
1845,movie,3.97
1848,movie,3.04
1855,movie,2.57
1856,movie,4.0
1857,movie,3.5
1858,movie,2.56
1859,movie,3.67
1862,movie,1.94
1863,movie,2.43
1866,movie,2.93
1867,movie,2.0
1870,movie,3.0
1875,movie,3.92
1876,movie,3.07
1881,movie,2.0
1882,movie,1.95
1883,movie,3.27
1884,movie,3.97
1885,movie,3.12
1887,movie,2.0
1888,movie,2.67
1889,movie,3.75
1891,movie,2.0
1892,movie,3.28
1893,movie,4.5
1894,movie,2.84
1895,movie,3.33
1897,movie,3.5
1900,movie,4.0
1902,movie,4.0
1904,movie,3.33
1906,movie,2.5
1907,movie,3.57
1909,movie,3.44
1910,movie,2.0
1911,movie,2.61
1912,movie,3.86
1913,movie,4.0
1914,movie,3.39
1916,movie,3.42
1917,movie,3.05
1918,movie,2.85
1919,movie,2.5
1920,movie,2.83
1921,movie,3.85
1922,movie,3.5
1923,movie,3.68
1924,movie,3.19
1926,movie,3.0
1927,movie,4.35
1928,movie,3.5
1929,movie,4.0
1931,movie,4.17
1932,movie,3.5
1933,movie,3.0
1934,movie,3.83
1936,movie,4.0
1937,movie,3.25
1938,movie,4.0
1939,movie,4.06
1940,movie,4.0
1941,movie,3.5
1942,movie,4.25
1944,movie,3.95
1945,movie,4.19
1946,movie,3.83
1947,movie,3.6
1948,movie,3.64
1949,movie,4.33
1950,movie,4.18
1951,movie,3.57
1952,movie,3.95
1953,movie,3.87
1954,movie,3.83
1955,movie,3.89
1956,movie,4.0
1957,movie,4.04
1958,movie,3.8
1959,movie,3.67
1960,movie,3.69
1961,movie,3.81
1962,movie,3.74
1963,movie,3.36
1964,movie,4.08
1965,movie,3.38
1966,movie,3.62
1967,movie,3.82
1968,movie,3.78
1969,movie,2.35
1970,movie,2.92
1971,movie,2.43
1972,movie,2.14
1973,movie,2.2
1974,movie,2.88
1975,movie,2.5
1976,movie,2.21
1977,movie,2.58
1978,movie,2.5
1979,movie,3.25
1980,movie,2.0
1981,movie,2.0
1982,movie,3.72
1983,movie,2.4
1984,movie,2.17
1985,movie,2.0
1986,movie,1.5
1987,movie,2.5
1990,movie,4.0
1991,movie,2.71
1992,movie,2.38
1993,movie,1.8
1994,movie,3.43
1995,movie,1.67
1996,movie,1.88
1997,movie,3.8
1998,movie,1.5
1999,movie,2.0
2000,movie,3.67
2001,movie,3.18
2002,movie,2.93
2003,movie,3.38
2004,movie,3.33
2005,movie,3.57
2006,movie,3.1
2007,movie,3.5
2008,movie,3.0
2009,movie,3.47
2010,movie,3.86
2011,movie,3.51
2012,movie,3.37
2013,movie,3.1
2014,movie,2.62
2015,movie,3.39
2016,movie,2.88
2017,movie,3.1
2018,movie,3.37
2019,movie,4.19
2020,movie,4.0
2021,movie,3.43
2022,movie,3.69
2023,movie,3.36
2024,movie,3.33
2025,movie,3.93
2026,movie,2.0
2027,movie,1.83
2028,movie,4.15
2032,movie,2.0
2033,movie,3.75
2034,movie,2.61
2035,movie,3.67
2036,movie,2.25
2037,movie,4.0
2038,movie,2.33
2040,movie,2.86
2041,movie,3.33
